Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
AXO,"Axos Financial, Inc.",25.1975,n/a,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/axo
AXP,American Express Company,95.79,$77.11B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp
AXR,AMREP Corporation,4.54,$36.94M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/axr
AXS,Axis Capital Holdings Limited,40.83,$3.44B,2003,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs
AXTA,Axalta Coating Systems Ltd.,23.11,$5.44B,2014,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta
AYI,"Acuity Brands, Inc. ",102.82,$4.08B,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ayi
AYX,"Alteryx, Inc.",166.71,$11B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx
AZEK,The AZEK Company Inc.,34.17,$4.92B,2020,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/azek
AZN,Astrazeneca PLC,56.58,$148.5B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn
AZO,"AutoZone, Inc.",1170.8,$27.35B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/azo
AZRE,Azure Power Global Limited,20.1,$957.78M,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre
AZUL,Azul S.A.,11.96,$1.36B,2017,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul
AZZ,AZZ Inc.,31.55,$826.45M,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz
B,"Barnes Group, Inc.",37.9,$1.91B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b
BA,Boeing Company (The),170.21,$96.05B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/ba
BABA,Alibaba Group Holding Limited,250.86,$678.49B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/baba
BAC,Bank of America Corporation,24.14,$209.15B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bac
BAF,BlackRock Income Investment Quality Trust,14.6,$127.74M,2002,n/a,n/a,https://old.nasdaq.com/symbol/baf
BAH,Booz Allen Hamilton Holding Corporation,74.63,$10.31B,2010,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/bah
BAK,Braskem S.A.,9.28,$3.69B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bak
BAM,Brookfield Asset Management Inc,33.71,$53.02B,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/bam
BANC,"Banc of California, Inc.",10.96,$550.5M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banc
BAP,Credicorp Ltd.,126.42,$10.08B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bap
BAX,Baxter International Inc.,89.29,$45.43B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax
BB,BlackBerry Limited,4.69,$2.61B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb
BBAR,Banco BBVA Argentina S.A.,4.62,$943.57M,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar
BBD,Banco Bradesco Sa,4.53,$40.02B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd
BBDC,"Barings BDC, Inc.",7.44,$356.84M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbdc
BBDO,Banco Bradesco Sa,4.1,$36.23B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo
BBF,BlackRock Municipal Income Investment Trust,13.17,$134.76M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbf
BBK,Blackrock Municipal Bond Trust,16,$168.37M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bbk
BBL,BHP Group Plc,45.26,$114.44B,n/a,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl
BBN,BalckRock Taxable Municipal Bond Trust,25.94,$1.48B,2010,n/a,n/a,https://old.nasdaq.com/symbol/bbn
BBU,Brookfield Business Partners L.P.,28.45,$2.29B,2016,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bbu
BBVA,Banco Bilbao Viscaya Argentaria S.A.,3.49,$23.23B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva
BBW,"Build-A-Bear Workshop, Inc.",2.18,$33.66M,2004,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/bbw
BBX,BBX Capital Corporation,14.21,$274.46M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/bbx
BBY,"Best Buy Co., Inc.",97.92,$25.29B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby
BC,Brunswick Corporation,70.08,$5.55B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bc
BCC,"Boise Cascade, L.L.C.",47.77,$1.87B,2013,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bcc
BCE,"BCE, Inc.",41.94,$37.93B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce
BCEI,"Bonanza Creek Energy, Inc.",18.77,$389.91M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bcei
BCH,Banco De Chile,19.34,$9.77B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch
BCO,Brink&#39;s Company (The),38.39,$1.94B,n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/bco
BCS,Barclays PLC,5.69,$24.67B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs
BCSF,"Bain Capital Specialty Finance, Inc.",9.48,$612.05M,2018,n/a,n/a,https://old.nasdaq.com/symbol/bcsf
BCX,BlackRock Resources,6.51,$589.56M,2011,n/a,n/a,https://old.nasdaq.com/symbol/bcx
BDC,Belden Inc,33.15,$1.48B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc
BDJ,Blackrock Enhanced Equity Dividend Trust,7.36,$1.38B,2005,n/a,n/a,https://old.nasdaq.com/symbol/bdj
BDN,Brandywine Realty Trust,10.74,$1.83B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bdn
BDX,"Becton, Dickinson and Company",275.18,$81.14B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx
BDXB,"Becton, Dickinson and Company",59.55,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdxb
BE,Bloom Energy Corporation,16.22,$2.03B,2018,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/be
BEDU,Bright Scholar Education Holdings Limited,7.62,$918.58M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/bedu
BEN,"Franklin Resources, Inc.",21.02,$10.41B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ben
BEP,Brookfield Renewable Partners L.P.,52.47,$9.39B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bep
BEP$,Brookfield Renewable Partners L.P.,42.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bep$
BEPC$,Brookfield Renewable Corporation,42.58,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bepc$
BERY,"Berry Global Group, Inc.",48.46,$6.42B,2012,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery
BEST,BEST Inc.,4.25,$1.66B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best
BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bf.a
BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bf.b
BFAM,Bright Horizons Family Solutions Inc.,111.82,$6.74B,2013,Miscellaneous,Other Consumer Services,https://old.nasdaq.com/symbol/bfam
BFK,BlackRock Municipal Income Trust,14.49,$649.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfk
BFO,Blackrock Florida Municipal 2020 Term Trust,14.76,$78.53M,2003,n/a,n/a,https://old.nasdaq.com/symbol/bfo
BFS,"Saul Centers, Inc.",30.68,$711.78M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bfs
BFY,BlackRock New York Municipal Income Trust II,14.2,$71.07M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bfy
BFZ,BlackRock California Municipal Income Trust,13.54,$428.93M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bfz
BG,Bunge Limited,45,$6.4B,2001,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bg
BGB,Blackstone / GSO Strategic Credit Fund,11.55,$515.87M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgb
BGH,Babson Global Short Duration High Yield Fund,12.57,$252.13M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgh
BGIO,BlackRock 2022 Global Income Opportunity Trust,8.41,$186.26M,2017,n/a,n/a,https://old.nasdaq.com/symbol/bgio
BGR,BlackRock Energy and Resources Trust,7.19,$214.44M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgr
BGS,"B&G Foods, Inc.",27.11,$1.74B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bgs
BGSF,BG Staffing Inc,9.19,$94.72M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/bgsf
BGT,Blackrock Global,11.14,$252.87M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgt
BGX,Blackstone GSO Long Short Credit Income Fund,12.08,$153.51M,2011,n/a,n/a,https://old.nasdaq.com/symbol/bgx
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.38,$566.22M,2007,n/a,n/a,https://old.nasdaq.com/symbol/bgy
BH,Biglari Holdings Inc.,61.48,$190.77M,2018,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bh.a
BHC,Bausch Health Companies Inc.,18,$6.39B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc
BHE,"Benchmark Electronics, Inc.",20.6,$750.16M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe
BHK,Blackrock Core Bond Trust,15.88,$856.49M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bhk
BHLB,"Berkshire Hills Bancorp, Inc.",10.58,$530.96M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/bhlb
BHP,BHP Group Limited,54.39,$137.55B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp
BHR,Braemar Hotels & Resorts Inc.,2.29,$76.8M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bhr
BHV,BlackRock Virginia Municipal Bond Trust,15.296,$24.59M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bhv
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,69.72,$4.08B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn
BIF,"USLIFE Income Fund, Inc.",9.73,$982.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bif
BIG,"Big Lots, Inc.",41.55,$1.63B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/big
BILL,"Bill.com Holdings, Inc.",82.89,$6.52B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bill
BIO,"Bio-Rad Laboratories, Inc.",530.47,$15.73B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bio.b
BIP,Brookfield Infrastructure Partners LP,42.86,$12.59B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/bip
BIPC,Brookfield Infrastructure Corporation,46.64,$2.16B,2020,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/bipc
BIT,BlackRock Multi-Sector Income Trust,15.04,$564.57M,2013,n/a,n/a,https://old.nasdaq.com/symbol/bit
BITA,Bitauto Holdings Limited,15.84,$1.13B,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",41.07,$5.69B,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/bj
BK,The Bank Of New York Mellon Corporation ,35.75,$31.67B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bk
BKD,Brookdale Senior Living Inc.,2.76,$505.53M,2005,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/bkd
BKE,"Buckle, Inc. (The)",14.88,$735.19M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/bke
BKH,Black Hills Corporation,59.41,$3.73B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",74.52,$11.7B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki
BKK,Blackrock Municipal 2020 Term Trust,15.03,$304.16M,2003,n/a,n/a,https://old.nasdaq.com/symbol/bkk
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),16.45,$282.71M,1993,n/a,n/a,https://old.nasdaq.com/symbol/bkn
BKR,Baker Hughes Company,16.33,$16.86B,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr
BKT,BlackRock Income Trust Inc. (The),6.14,$391.71M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bkt
BKU,"BankUnited, Inc.",18.27,$1.69B,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bku
BLD,TopBuild Corp.,133.32,$4.44B,2015,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bld
BLE,BlackRock Municipal Income Trust II,15.22,$358.34M,2002,n/a,n/a,https://old.nasdaq.com/symbol/ble
BLK,"BlackRock, Inc.",575.33,$87.71B,1999,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/blk
BLL,Ball Corporation,74.57,$24.31B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/bll
BLW,Citigroup Inc.,14.62,$522.69M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/blw
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",11,$435.75M,1992,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx
BMA,Macro Bank Inc.,23.9,$1.53B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma
BME,Blackrock Health Sciences Trust,43.58,$495.7M,2005,n/a,n/a,https://old.nasdaq.com/symbol/bme
BMEZ,BlackRock Health Sciences Trust II,22.75,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/bmez
BMI,"Badger Meter, Inc.",63.89,$1.86B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi
BMO,Bank Of Montreal,55.53,$35.52B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo
BMRG,B. Riley Principal Merger Corp. II,10.45,$242.24M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/bmrg
BMRG.U,B. Riley Principal Merger Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/bmrg.u
BMRG.WS,B. Riley Principal Merger Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bmrg.ws
BMY,Bristol-Myers Squibb Company,58.05,$131.35B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bmy
BMY~,Bristol-Myers Squibb Company,3.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bmy~
BNED,"Barnes & Noble Education, Inc",2.01,$97.46M,2015,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bned
BNS,Bank of Nova Scotia (The),41.48,$50.25B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bns
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,13.9,$180.37M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bny
BOE,Blackrock Global,9.69,$631.41M,2005,n/a,n/a,https://old.nasdaq.com/symbol/boe
BOH,Bank of Hawaii Corporation,57.76,$2.31B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/boh
BOOT,"Boot Barn Holdings, Inc.",18.35,$529.5M,2014,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/boot
BORR,Borr Drilling Limited,0.9624,$151.07M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/borr
BOX,"Box, Inc.",17.64,$2.71B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/box
BP,BP p.l.c.,23.14,$78.15B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/bp
BPMP,BP Midstream Partners LP,11.15,$1.17B,2017,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/bpmp
BPT,BP Prudhoe Bay Royalty Trust,2.91,$62.27M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/bpt
BQH,Blackrock New York Municipal Bond Trust,15.86,$44.41M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bqh
BR,"Broadridge Financial Solutions, Inc.",133.81,$15.36B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/br
BRBR,"BellRing Brands, Inc.",19.35,$762.94M,2019,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/brbr
BRC,Brady Corporation,46.98,$2.44B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/brc
BRFS,BRF S.A.,3.92,$3.16B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/brfs
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.b
BRMK,Broadmark Realty Capital Inc.,9.32,$1.23B,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/brmk
BRO,"Brown & Brown, Inc.",45.49,$12.89B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/bro
BRT,BRT Apartments Corp.,10.32,$177.26M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/brt
BRX,Brixmor Property Group Inc.,11.25,$3.34B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/brx
BSA,BrightSphere Investment Group Inc.,24.25,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/bsa
BSAC,Banco Santander Chile,17.29,$8.15B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsac
BSBR,Banco Santander Brasil SA,5.75,$42.9B,2009,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsbr
BSD,BlackRock Strategic Municipal Trust Inc. (The),13.97,$102.1M,1999,n/a,n/a,https://old.nasdaq.com/symbol/bsd
BSE,Blackrock New York Municipal Income Quality Trust,13.5134,$88.11M,2002,n/a,n/a,https://old.nasdaq.com/symbol/bse
BSIG,BrightSphere Investment Group Inc.,13.92,$1.12B,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/bsig
BSL,Blackstone GSO Senior Floating Rate Term Fund,12.86,$196.58M,2010,n/a,n/a,https://old.nasdaq.com/symbol/bsl
BSM,"Black Stone Minerals, L.P.",6.57,$1.36B,2015,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",3.2,$4.34B,2012,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsmx
BST,BlackRock Science and Technology Trust,39.24,$940.22M,2014,n/a,n/a,https://old.nasdaq.com/symbol/bst
BSTZ,BlackRock Science and Technology Trust II,23.95,$1.87B,2019,n/a,n/a,https://old.nasdaq.com/symbol/bstz
BSX,Boston Scientific Corporation,38.35,$54.79B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bsx
BTA,BlackRock Long-Term Municipal Advantage Trust,12.57,$168.77M,2006,n/a,n/a,https://old.nasdaq.com/symbol/bta
BTE,Baytex Energy Corp,0.5018,$281.26M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bte
BTI,British American Tobacco p.l.c.,34.98,$80.25B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bti
BTO,John Hancock Financial Opportunities Fund,20.83,$389.34M,1994,n/a,n/a,https://old.nasdaq.com/symbol/bto
BTT,BlackRock Municipal Target Term Trust Inc. (The),24.65,$1.74B,2012,n/a,n/a,https://old.nasdaq.com/symbol/btt
BTU,Peabody Energy Corporation,3.14,$306.78M,2017,Energy,Coal Mining,https://old.nasdaq.com/symbol/btu
BTZ,BlackRock Credit Allocation Income Trust,13.91,$1.3B,2006,n/a,n/a,https://old.nasdaq.com/symbol/btz
BUD,Anheuser-Busch Inbev SA,54.08,$105.96B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud
BUI,"BlackRock Utility, Infrastructure & Power Opportun",21.22,$376.33M,2011,n/a,n/a,https://old.nasdaq.com/symbol/bui
BURL,"Burlington Stores, Inc.",183.72,$12.1B,2013,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/burl
BV,"BrightView Holdings, Inc.",11.83,$1.24B,2018,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bv
BVN,Buenaventura Mining Company Inc.,12.22,$3.1B,1996,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bvn
BW,Babcock,2.61,$128.71M,2015,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw
BWA,BorgWarner Inc.,38.98,$8.08B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/bwa
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,12.475,$261.85M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bwg
BWXT,"BWX Technologies, Inc.",53.48,$5.09B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bwxt
BX,The Blackstone Group Inc.,55.25,$38.54B,2007,Finance,Investment Managers,https://old.nasdaq.com/symbol/bx
BXC,BlueLinx Holdings Inc.,11.33,$106.15M,2004,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/bxc
BXG,Bluegreen Vacations Corporation,6.67,$483.47M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/bxg
BXMT,"Capital Trust, Inc.",22.87,$3.34B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxmt
