Symbol,Fund Name
IORAX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester AMT-Free Municipal Fd; Cl R6 Sh
OMFYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester AMT-Free Municipal Fd; Cl Y Sh
OPNYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester AMT-Free NY Muni Fd; Cls A Shs
ONYCX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester AMT-Free NY Muni Fd; Cls C Shs
IORNX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester AMT-Free NY Muni Fd; Cls R6 Shs
ONYYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester AMT-Free NY Muni Fd; Cls Y Shs
OPCAX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester California Muni Fd; Cls A Shs
OCACX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester California Muni Fd; Cls C Shs
IORCX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester California Muni Fd; Cls R6 Shs
OCAYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester California Muni Fd; Cls Y Shs
ORNAX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Hi Yld Municipal Fd; Cls A Shs
ORNCX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Hi Yld Municipal Fd; Cls C Shs
IORHX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Hi Yld Municipal Fd; Cls R5 Shs
IORYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Hi Yld Municipal Fd; Cls R6 Shs
ORNYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Hi Yld Municipal Fd; Cls Y Shs
LTNYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Ltd Term NY Muni Fd; Cls A Shs
LTNCX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Ltd Term NY Muni Fd; Cls C Shs
IORMX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Ltd Term NY Muni Fd; Cls R6 Shs
LTBYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Ltd Term NY Muni Fd; Cls Y Shs
OLCAX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Ltd Trm CA Muni Fd; Cls A Shs
OLCCX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Ltd Trm CA Muni Fd; Cls C Shs
IORLX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Ltd Trm CA Muni Fd; Cls R6 Shs
OLCYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Ltd Trm CA Muni Fd; Cls Y Shs
ONJAX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester New Jersey Muni Fd; Cls A Shs
ONJCX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester New Jersey Muni Fd; Cls C Shs
IORJX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester New Jersey Muni Fd; Cls R6 Shs
ONJYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester New Jersey Muni Fd; Cls Y Shs
RMUNX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester NY Municipals Fd; Class A Shs
RMUCX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester NY Municipals Fd; Class C Shs
IORUX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester NY Municipals Fd; Class R6 Shs
RMUYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester NY Municipals Fd; Class Y Shs
OPATX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Pennsylvania Muni Fd; Cls A Sh
OPACX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Pennsylvania Muni Fd; Cls C Sh
IORPX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Pennsylvania Muni Fd; Cls R6 Sh
OPAYX,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds): Invesco Oppenheimer Rochester Pennsylvania Muni Fd; Cls Y Sh
IPPXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier Portfolio; Institutional Class Shares
IMRXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier Portfolio; Investor Class Shares
IPVXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier Portfolio; Personal Investment Cl Shs
IPTXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier Portfolio; Private Investment Cl Shs
IRVXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier Portfolio; Reserve Class Shares
IRCXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier Portfolio; Resoure Class Shares
PEIXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier Tax-Exempt Portfolio; Inst Cl Shs
ITTXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier Tax-Exempt Portfolio; Investor Cl Shs
IUGXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier US Govt Money Port; Inst Cl Shs
FUGXX,AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust): Premier US Govt Money Port; Inv Cl Shs
SPEDX,Alger Funds II: Alger Dynamic Opportunities Fund; Class A Shares
ADOCX,Alger Funds II: Alger Dynamic Opportunities Fund; Class C Shares
ADOZX,Alger Funds II: Alger Dynamic Opportunities Fund; Class Z Shares
AAEMX,Alger Funds II: Alger Emerging Markets Fund; Class A Shares
ACEMX,Alger Funds II: Alger Emerging Markets Fund; Class C Shares
AIEMX,Alger Funds II: Alger Emerging Markets Fund; Class I Shares
AZEMX,Alger Funds II: Alger Emerging Markets Fund; Class Z Shares
SPEGX,Alger Funds II: Alger Responsible Investing Fund; Class A Shares
AGFCX,Alger Funds II: Alger Responsible Investing Fund; Class C Shares
AGIFX,Alger Funds II: Alger Responsible Investing Fund; Class I Shares
ALGZX,Alger Funds II: Alger Responsible Investing Fund; Class Z Shares
SPECX,Alger Funds II: Alger Spectra Fund; Class A Shares
ASPCX,Alger Funds II: Alger Spectra Fund; Class C Shares
ASPIX,Alger Funds II: Alger Spectra Fund; Class I Shares
ASPYX,Alger Funds II: Alger Spectra Fund; Class Y Shares
ASPZX,Alger Funds II: Alger Spectra Fund; Class Z Shares
ATFPX,Alger Funds: Alger 25 Fund; Class P Shares
ATFFX,Alger Funds: Alger 25 Fund; Class P-2 Shares
ATVPX,Alger Funds: Alger 35 Fund; Class P Shares
ATVVX,Alger Funds: Alger 35 Fund; Class P-2 Shares
ACAAX,Alger Funds: Alger Capital Appreciation Fund; Class A Shares
ALCCX,Alger Funds: Alger Capital Appreciation Fund; Class C Shares
ACAZX,Alger Funds: Alger Capital Appreciation Fund; Class Z Shares
ALBAX,Alger Funds: Alger Growth & Income Fund; Class A Shares
ALBCX,Alger Funds: Alger Growth & Income Fund; Class C Shares
AGIZX,Alger Funds: Alger Growth & Income Fund; Class Z Shares
AHSAX,Alger Funds: Alger Health Sciences Fund; Class A Shares
AHSCX,Alger Funds: Alger Health Sciences Fund; Class C Shares
AHSZX,Alger Funds: Alger Health Sciences Fund; Class Z Shares
ALGAX,Alger Funds: Alger International Focus Fund; Class A Shares
AFGPX,Alger Funds: Alger International Focus Fund; Class B Shares
ALGCX,Alger Funds: Alger International Focus Fund; Class C Shares
AIGIX,Alger Funds: Alger International Focus Fund; Class I Shares
ALCZX,Alger Funds: Alger International Focus Fund; Class Z Shares
AFOIX,Alger Funds: Alger Mid Cap Focus Fund; Class I Shares
AFOZX,Alger Funds: Alger Mid Cap Focus Fund; Class Z Shares
AMGAX,Alger Funds: Alger Mid Cap Growth Fund; Class A Shares
AMCGX,Alger Funds: Alger Mid Cap Growth Fund; Class B Shares
AMGCX,Alger Funds: Alger Mid Cap Growth Fund; Class C Shares
AMCZX,Alger Funds: Alger Mid Cap Growth Fund; Class Z Shares
AOFAX,Alger Funds: Alger Small Cap Focus Fund; Class A Shares
AOFCX,Alger Funds: Alger Small Cap Focus Fund; Class C Shares
AOFIX,Alger Funds: Alger Small Cap Focus Fund; Class I Shares
AOFYX,Alger Funds: Alger Small Cap Focus Fund; Class Y Shares
AGOZX,Alger Funds: Alger Small Cap Focus Fund; Class Z Shares
ALSAX,Alger Funds: Alger Small Cap Growth Fund; Class A Shares
ALSCX,Alger Funds: Alger Small Cap Growth Fund; Class B Shares
AGSCX,Alger Funds: Alger Small Cap Growth Fund; Class C Shares
ASCZX,Alger Funds: Alger Small Cap Growth Fund; Class Z Shares
ALMAX,Alger Funds: Alger Weatherbie Specialized Growth Fund; Class A Shares
ALMCX,Alger Funds: Alger Weatherbie Specialized Growth Fund; Class C Shares
ASIMX,Alger Funds: Alger Weatherbie Specialized Growth Fund; Class I Shares
ASYMX,Alger Funds: Alger Weatherbie Specialized Growth Fund; Class Y Shares
ASMZX,Alger Funds: Alger Weatherbie Specialized Growth Fund; Class Z Shares
CHUSX,Alger Global Focus Fund; Class A Shares
CHUCX,Alger Global Focus Fund; Class C Shares
AFGIX,Alger Global Focus Fund; Class I Shares
AFGZX,Alger Global Focus Fund; Class Z Shares
ALARX,Alger Institutional Funds: Alger Capital Appreciation Institutional Fund; Class I Shares
ACARX,Alger Institutional Funds: Alger Capital Appreciation Institutional Fund; Class R Shares
ACAYX,Alger Institutional Funds: Alger Capital Appreciation Institutional Fund; Class Y Shares
ACIZX,Alger Institutional Funds: Alger Capital Appreciation Institutional Fund; Class Z-2 Shares
ALAFX,Alger Institutional Funds: Alger Focus Equity Fund; Class A Shares
ALCFX,Alger Institutional Funds: Alger Focus Equity Fund; Class C Shares
ALGRX,Alger Institutional Funds: Alger Focus Equity Fund; Class I Shares
ALGYX,Alger Institutional Funds: Alger Focus Equity Fund; Class Y Shares
ALZFX,Alger Institutional Funds: Alger Focus Equity Fund; Class Z Shares
ALMRX,Alger Institutional Funds: Alger Mid Cap Growth Institutional Fund; Class I Shares
AGIRX,Alger Institutional Funds: Alger Mid Cap Growth Institutional Fund; Class R Shares
ALMZX,Alger Institutional Funds: Alger Mid Cap Growth Institutional Fund; Class Z-2 Shares
ALSRX,Alger Institutional Funds: Alger Small Cap Growth Institutional Fund; Class I Shares
ASIRX,Alger Institutional Funds: Alger Small Cap Growth Institutional Fund; Class R Shares
AISZX,Alger Institutional Funds: Alger Small Cap Growth Institutional Fund; Class Z-2 Shares
AWF,"AllianceBernstein Global High Income Fund, Inc"
AFB,AllianceBernstein National Municipal Income Fund Inc
ALLGX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles Global Equity Fund; Class A Shares
ABSGX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles Global Equity Fund; Class C Shares
ALGPX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles Global Equity Fund; Class P Shares
AGERX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles Global Equity Fund; Class R6 Shares
ALLHX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles Global Equity Fund; Institutional Class Shares
AABUX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles US Equity Fund; Class A Shares
ACBUX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles US Equity Fund; Class C Shares
ALBPX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles US Equity Fund; Class P Shares
ALSEX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles US Equity Fund; Class R6 Shares
ABTLX,Allianz Funds Multi-Strategy Trust: AllianzGI Best Styles US Equity Fund; Institutional Class Shares
ANNAX,Allianz Funds Multi-Strategy Trust: AllianzGI Convertible Fund; Administrative Class Shares
ANZAX,Allianz Funds Multi-Strategy Trust: AllianzGI Convertible Fund; Class A Shares
ANZCX,Allianz Funds Multi-Strategy Trust: AllianzGI Convertible Fund; Class C Shares
ANCMX,Allianz Funds Multi-Strategy Trust: AllianzGI Convertible Fund; Class P Shares
ANZRX,Allianz Funds Multi-Strategy Trust: AllianzGI Convertible Fund; Class R Shares
ANNPX,Allianz Funds Multi-Strategy Trust: AllianzGI Convertible Fund; Institutional Class Shares
AOBPX,Allianz Funds Multi-Strategy Trust: AllianzGI Core Bond Fund; Class P Shares
AOBSX,Allianz Funds Multi-Strategy Trust: AllianzGI Core Bond Fund; Class R6 Shares
AOBIX,Allianz Funds Multi-Strategy Trust: AllianzGI Core Bond Fund; Institutional Class Shares
ACKPX,Allianz Funds Multi-Strategy Trust: AllianzGI Core Plus Bond Fund; Class P Shares
ACOSX,Allianz Funds Multi-Strategy Trust: AllianzGI Core Plus Bond Fund; Class R6 Shares
ACKIX,Allianz Funds Multi-Strategy Trust: AllianzGI Core Plus Bond Fund; Institutional Class Shares
AMMAX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets Consumer Fund; Class A Shares
AERIX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets Consumer Fund; Institutional Class Shares
ALMMX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets Small-Cap Fund; Class A Shares
ALAIX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets Small-Cap Fund; Institutional Class Shares
AGMAX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets SRI Debt Fund; Class A Shares
AGMCX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets SRI Debt Fund; Class C Shares
AGMPX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets SRI Debt Fund; Class P Shares
AGMIX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets SRI Debt Fund; Institutional Class Shares
AZMAX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets Value Fund; Class A Shares
AZMCX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets Value Fund; Class C Shares
AZMPX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets Value Fund; Class P Shares
AZMIX,Allianz Funds Multi-Strategy Trust: AllianzGI Emerging Markets Value Fund; Institutional Class Shares
AREPX,Allianz Funds Multi-Strategy Trust: AllianzGI Floating Rate Note Fund; Class P Shares
ARIEX,Allianz Funds Multi-Strategy Trust: AllianzGI Floating Rate Note Fund; Institutional Class Shares
AGAMX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Allocation Fund; Administrative Class Shares
PALAX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Allocation Fund; Class A Shares
PALCX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Allocation Fund; Class C Shares
AGAPX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Allocation Fund; Class P Shares
AGARX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Allocation Fund; Class R Shares
AGASX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Allocation Fund; Class R6 Shares
PALLX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Allocation Fund; Institutional Class Shares
AGFAX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Dynamic Allocation Fund; Administrative Class Shares
ASGAX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Dynamic Allocation Fund; Class A Shares
ASACX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Dynamic Allocation Fund; Class C Shares
AGSPX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Dynamic Allocation Fund; Class P Shares
ASFRX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Dynamic Allocation Fund; Class R Shares
ADYFX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Dynamic Allocation Fund; Class R6 Shares
AGAIX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Dynamic Allocation Fund; Institutional Class Shares
ASUAX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Sustainability Fund; Class A Shares
ASTPX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Sustainability Fund; Class P Shares
ASTNX,Allianz Funds Multi-Strategy Trust: AllianzGI Global Sustainability Fund; Institutional Class Shares
AGBFX,Allianz Funds Multi-Strategy Trust: AllianzGI Green Bond Fund; Class A Shares
AGBPX,Allianz Funds Multi-Strategy Trust: AllianzGI Green Bond Fund; Class P Shares
ABGTX,Allianz Funds Multi-Strategy Trust: AllianzGI Green Bond Fund; Institutional Class Shares
AYBVX,Allianz Funds Multi-Strategy Trust: AllianzGI High Yield Bond Fund; Administrative Class Shares
AYBAX,Allianz Funds Multi-Strategy Trust: AllianzGI High Yield Bond Fund; Class A Shares
AYBCX,Allianz Funds Multi-Strategy Trust: AllianzGI High Yield Bond Fund; Class C Shares
AYBPX,Allianz Funds Multi-Strategy Trust: AllianzGI High Yield Bond Fund; Class P Shares
AYBRX,Allianz Funds Multi-Strategy Trust: AllianzGI High Yield Bond Fund; Class R Shares
AYBIX,Allianz Funds Multi-Strategy Trust: AllianzGI High Yield Bond Fund; Institutional Class Shares
AOPAX,Allianz Funds Multi-Strategy Trust: AllianzGI International Small-Cap Fund; Class A Shares
AOPCX,Allianz Funds Multi-Strategy Trust: AllianzGI International Small-Cap Fund; Class C Shares
ALOPX,Allianz Funds Multi-Strategy Trust: AllianzGI International Small-Cap Fund; Class P Shares
ALORX,Allianz Funds Multi-Strategy Trust: AllianzGI International Small-Cap Fund; Class R Shares
AIISX,Allianz Funds Multi-Strategy Trust: AllianzGI International Small-Cap Fund; Class R6 Shares
ALOIX,Allianz Funds Multi-Strategy Trust: AllianzGI International Small-Cap Fund; Institutional Class Shares
ARAMX,Allianz Funds Multi-Strategy Trust: AllianzGI Multi Asset Income Fund; Adminstrative Class Shares
AGRAX,Allianz Funds Multi-Strategy Trust: AllianzGI Multi Asset Income Fund; Class A Shares
ARTCX,Allianz Funds Multi-Strategy Trust: AllianzGI Multi Asset Income Fund; Class C Shares
AGRPX,Allianz Funds Multi-Strategy Trust: AllianzGI Multi Asset Income Fund; Class P Shares
ASRRX,Allianz Funds Multi-Strategy Trust: AllianzGI Multi Asset Income Fund; Class R Shares
AVRIX,Allianz Funds Multi-Strategy Trust: AllianzGI Multi Asset Income Fund; Class R6 Shares
AVRNX,Allianz Funds Multi-Strategy Trust: AllianzGI Multi Asset Income Fund; Institutional Class Shares
APMPX,Allianz Funds Multi-Strategy Trust: AllianzGI PerformanceFee Managed Futures Strategy Fd; Class P Shares
APMRX,Allianz Funds Multi-Strategy Trust: AllianzGI PerformanceFee Managed Futures Strategy Fd; Class R6 Shares
APMIX,Allianz Funds Multi-Strategy Trust: AllianzGI PerformanceFee Managed Futures Strategy Fd; Institutional Cls Sh
APBPX,Allianz Funds Multi-Strategy Trust: AllianzGI PerformanceFee Structured US Equity Fund; Class P Shares
APBRX,Allianz Funds Multi-Strategy Trust: AllianzGI PerformanceFee Structured US Equity Fund; Class R6 Shares
APBIX,Allianz Funds Multi-Strategy Trust: AllianzGI PerformanceFee Structured US Equity Fund; Institutional Cls Shs
APUPX,Allianz Funds Multi-Strategy Trust: AllianzGI Preferred Securities and Income Fund; Class P Shares
ARISX,Allianz Funds Multi-Strategy Trust: AllianzGI Preferred Securities and Income Fund; Class R6 Shares
APEIX,Allianz Funds Multi-Strategy Trust: AllianzGI Preferred Securities and Income Fund; Institutional Class Shares
AGLMX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2020 Fund; Administrative Class Shares
AGLAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2020 Fund; Class A Shares
ABSCX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2020 Fund; Class C Shares
AGLPX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2020 Fund; Class P Shares
AGLRX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2020 Fund; Class R Shares
AGNIX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2020 Fund; Class R6 Shares
GVDAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2025 Fund; Administrative Class Shares
GVSAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2025 Fund; Class A Shares
GVSPX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2025 Fund; Class P Shares
GVSRX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2025 Fund; Class R Shares
GVSIX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2025 Fund; Class R6 Shares
ABAMX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2030 Fund; Administrative Class Shares
ABLAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2030 Fund; Class A Shares
ABLCX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2030 Fund; Class C Shares
ABLPX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2030 Fund; Class P Shares
ABLRX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2030 Fund; Class R Shares
ABLIX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2030 Fund; Class R6 Shares
GVLAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2035 Fund; Administrative Class Shares
GVRAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2035 Fund; Class A Shares
GVPAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2035 Fund; Class P Shares
GVRRX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2035 Fund; Class R Shares
GVLIX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2035 Fund; Class R6 Shares
AVAMX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2040 Fund; Administrative Class Shares
AVSAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2040 Fund; Class A Shares
AVSCX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2040 Fund; Class C Shares
AVSPX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2040 Fund; Class P Shares
AVSRX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2040 Fund; Class R Shares
AVTIX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2040 Fund; Class R6 Shares
GBMAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2045 Fund; Administrative Class Shares
GBVAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2045 Fund; Class A Shares
GBVPX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2045 Fund; Class P Shares
GBVRX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2045 Fund; Class R Shares
GBVIX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2045 Fund; Class R6 Shares
ANAMX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2050 Fund; Administrative Class Shares
ASNAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2050 Fund; Class A Shares
ASNCX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2050 Fund; Class C Shares
ASNPX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2050 Fund; Class P Shares
ASNRX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2050 Fund; Class R Shares
ASNIX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2050 Fund; Class R6 Shares
GLRAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2055 Fund; Administrative Class Shares
GLIAX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2055 Fund; Class A Shares
GLIPX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2055 Fund; Class P Shares
GLLRX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2055 Fund; Class R Shares
GBLIX,Allianz Funds Multi-Strategy Trust: AllianzGI Retirement 2055 Fund; Class R6 Shares
ASHAX,Allianz Funds Multi-Strategy Trust: AllianzGI Short Duration High Income Fund; Class A Shares
ASHCX,Allianz Funds Multi-Strategy Trust: AllianzGI Short Duration High Income Fund; Class C Shares
ASHPX,Allianz Funds Multi-Strategy Trust: AllianzGI Short Duration High Income Fund; Class P Shares
ASHSX,Allianz Funds Multi-Strategy Trust: AllianzGI Short Duration High Income Fund; Class R6 Shares
ASHIX,Allianz Funds Multi-Strategy Trust: AllianzGI Short Duration High Income Fund; Institutional Class Shares
ASTHX,Allianz Funds Multi-Strategy Trust: AllianzGI Short Term Bond Fund; Class A Shares
ASTJX,Allianz Funds Multi-Strategy Trust: AllianzGI Short Term Bond Fund; Class P Shares
ASTKX,Allianz Funds Multi-Strategy Trust: AllianzGI Short Term Bond Fund; Institutional Class Shares
AZIAX,Allianz Funds Multi-Strategy Trust: AllianzGI Structured Return Fund; Class A Shares
AZICX,Allianz Funds Multi-Strategy Trust: AllianzGI Structured Return Fund; Class C Shares
AZIPX,Allianz Funds Multi-Strategy Trust: AllianzGI Structured Return Fund; Class P Shares
AZIRX,Allianz Funds Multi-Strategy Trust: AllianzGI Structured Return Fund; Class R6 Shares
AZIIX,Allianz Funds Multi-Strategy Trust: AllianzGI Structured Return Fund; Institutional Class Shares
AWTAX,Allianz Funds Multi-Strategy Trust: AllianzGI Water Fund; Class A Shares
AWTCX,Allianz Funds Multi-Strategy Trust: AllianzGI Water Fund; Class C Shares
AWTPX,Allianz Funds Multi-Strategy Trust: AllianzGI Water Fund; Class P Shares
AWTIX,Allianz Funds Multi-Strategy Trust: AllianzGI Water Fund; Institutional Class Shares
ANDAX,Allianz Funds: AllianzGI Dividend Value Fund; Administrative Class Shares
PNEAX,Allianz Funds: AllianzGI Dividend Value Fund; Class A Shares
PNECX,Allianz Funds: AllianzGI Dividend Value Fund; Class C Shares
ADJPX,Allianz Funds: AllianzGI Dividend Value Fund; Class P Shares
PNERX,Allianz Funds: AllianzGI Dividend Value Fund; Class R Shares
ANDVX,Allianz Funds: AllianzGI Dividend Value Fund; Class R6 Shares
NFJEX,Allianz Funds: AllianzGI Dividend Value Fund; Institutional Class Shares
AOTAX,Allianz Funds: AllianzGI Emerging Markets Opportunities Fund; Class A Shares
AOTCX,Allianz Funds: AllianzGI Emerging Markets Opportunities Fund; Class C Shares
AEMPX,Allianz Funds: AllianzGI Emerging Markets Opportunities Fund; Class P Shares
AEMOX,Allianz Funds: AllianzGI Emerging Markets Opportunities Fund; Class R6 Shares
AOTIX,Allianz Funds: AllianzGI Emerging Markets Opportunities Fund; Institutional Class Shares
PGFAX,Allianz Funds: AllianzGI Focused Growth Fund; Administrative Class Shares
PGWAX,Allianz Funds: AllianzGI Focused Growth Fund; Class A Shares
PGWCX,Allianz Funds: AllianzGI Focused Growth Fund; Class C Shares
AOGPX,Allianz Funds: AllianzGI Focused Growth Fund; Class P Shares
PPGRX,Allianz Funds: AllianzGI Focused Growth Fund; Class R Shares
AFGFX,Allianz Funds: AllianzGI Focused Growth Fund; Class R6 Shares
PGFIX,Allianz Funds: AllianzGI Focused Growth Fund; Institutional Class Shares
